,price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district
66,510000,planta 1,exterior,3,108.0,True,False,Palos de Moguer,Arganzuela
67,350000,planta 2,exterior,2,91.0,True,False,Imperial,Arganzuela
68,395000,planta 6,exterior,1,76.0,True,False,Chopera,Arganzuela
69,315000,planta 6,exterior,3,78.0,True,False,Chopera,Arganzuela
70,350000,planta 2,exterior,2,91.0,True,False,Imperial,Arganzuela
71,370000,bajo,exterior,2,92.0,True,False,Legazpi,Arganzuela
72,190000,planta 3,exterior,2,48.0,False,False,Imperial,Arganzuela
73,320000,planta 1,exterior,3,82.0,True,False,Chopera,Arganzuela
74,139000,bajo,interior,1,32.0,False,False,Delicias,Arganzuela
75,175000,sotano,interior,1,45.0,True,False,Delicias,Arganzuela
76,370000,planta 1,exterior,3,103.0,True,False,Palos de Moguer,Arganzuela
77,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
78,239000,planta 2,interior,2,57.0,False,False,Imperial,Arganzuela
79,210000,planta 3,exterior,2,53.0,False,False,Legazpi,Arganzuela
80,350000,planta 5,exterior,1,63.0,False,False,Delicias,Arganzuela
81,155000,planta 1,interior,1,53.0,True,False,Chopera,Arganzuela
82,309000,planta 1,exterior,3,80.0,True,False,Delicias,Arganzuela
83,390000,planta 7,exterior,2,85.0,True,False,Palos de Moguer,Arganzuela
84,190000,planta 1,exterior,3,53.0,True,False,Chopera,Arganzuela
85,340000,planta 5,interior,2,57.0,True,False,Acacias,Arganzuela
86,165000,bajo,interior,1,30.0,True,False,Palos de Moguer,Arganzuela
87,455000,planta 12,exterior,3,105.0,True,False,Acacias,Arganzuela
88,225000,planta 3,interior,2,58.0,False,False,Palos de Moguer,Arganzuela
89,498000,planta 5,exterior,3,143.0,True,True,Imperial,Arganzuela
90,335000,planta 1,exterior,1,61.0,True,True,Acacias,Arganzuela
91,340000,planta 5,exterior,1,60.0,True,True,Acacias,Arganzuela
92,240000,bajo,interior,1,54.0,True,False,Acacias,Arganzuela
93,450000,planta 12,exterior,3,98.0,True,False,Legazpi,Arganzuela
94,348000,planta 2,exterior,1,60.0,True,True,Acacias,Arganzuela
95,355000,planta 6,exterior,3,82.0,True,False,Acacias,Arganzuela
96,525000,planta 4,exterior,4,136.0,True,False,Palos de Moguer,Arganzuela
97,390000,planta 1,exterior,3,107.0,True,False,Palos de Moguer,Arganzuela
98,249000,planta 3,interior,2,54.0,True,False,Palos de Moguer,Arganzuela
99,499000,planta 7,exterior,2,102.0,True,False,Imperial,Arganzuela
100,144800,sotano,interior,2,40.0,False,False,Delicias,Arganzuela
101,350000,planta 2,exterior,2,91.0,True,False,Imperial,Arganzuela
102,280000,planta 2,interior,3,73.0,True,False,Chopera,Arganzuela
103,313000,planta 1,exterior,2,67.0,True,False,Imperial,Arganzuela
104,350000,planta 2,exterior,2,91.0,True,False,Imperial,Arganzuela
105,190000,planta 3,interior,2,44.0,True,False,Chopera,Arganzuela
106,900000,planta 4,exterior,8,254.0,True,False,Palos de Moguer,Arganzuela
107,219000,planta 1,interior,2,53.0,True,False,Palos de Moguer,Arganzuela
108,168800,planta 1,interior,2,37.0,True,False,Palos de Moguer,Arganzuela
109,698000,planta 1,exterior,4,130.0,True,True,Acacias,Arganzuela
110,610000,planta 3,exterior,3,131.0,True,False,Palos de Moguer,Arganzuela
111,299000,planta 4,interior,3,76.0,True,False,Chopera,Arganzuela
112,335000,planta 3,exterior,3,79.0,False,False,Palos de Moguer,Arganzuela
113,115000,planta 3,interior,1,21.0,True,False,Acacias,Arganzuela
114,355000,planta 6,exterior,3,82.0,True,False,Acacias,Arganzuela
115,399000,planta 1,exterior,2,83.0,True,True,Delicias,Arganzuela
116,420000,planta 2,exterior,2,86.0,True,True,Palos de Moguer,Arganzuela
117,325000,planta 3,exterior,2,50.0,True,False,Palos de Moguer,Arganzuela
118,209900,planta 3,exterior,2,53.0,False,False,Legazpi,Arganzuela
119,379000,planta 2,interior,3,108.0,True,False,Chopera,Arganzuela
120,365000,planta 2,exterior,1,69.0,True,False,Palos de Moguer,Arganzuela
121,365000,planta 3,exterior,1,69.0,True,False,Palos de Moguer,Arganzuela
122,397000,planta 1,exterior,3,100.0,True,False,Palos de Moguer,Arganzuela
123,149000,bajo,interior,1,32.0,False,False,Acacias,Arganzuela
124,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
125,415000,planta 4,exterior,3,72.0,True,False,Acacias,Arganzuela
126,767000,planta 4,exterior,3,115.0,True,True,Acacias,Arganzuela
127,355000,planta 6,exterior,3,79.0,True,False,Acacias,Arganzuela
128,885000,planta 4,exterior,4,148.0,True,True,Acacias,Arganzuela
129,190000,planta 2,interior,2,50.0,True,False,Imperial,Arganzuela
130,159900,planta 3,interior,1,38.0,True,False,Palos de Moguer,Arganzuela
131,293000,planta 2,exterior,2,77.0,False,False,Palos de Moguer,Arganzuela
132,293000,planta 2,exterior,2,77.0,True,False,Palos de Moguer,Arganzuela
133,320000,planta 1,exterior,3,82.0,True,False,Chopera,Arganzuela
134,429999,planta 1,exterior,2,118.0,True,True,Legazpi,Arganzuela
135,293000,planta 2,exterior,2,77.0,True,False,Palos de Moguer,Arganzuela
136,190000,planta 3,exterior,1,48.0,False,False,Imperial,Arganzuela
137,190000,planta 3,exterior,2,48.0,False,False,Imperial,Arganzuela
138,190000,planta 3,exterior,2,48.0,False,False,Imperial,Arganzuela
139,410000,planta 3,interior,2,84.0,True,True,Palos de Moguer,Arganzuela
140,520000,planta 2,exterior,4,149.0,True,False,Delicias,Arganzuela
141,135000,bajo,interior,1,32.0,False,False,Delicias,Arganzuela
142,350000,planta 2,exterior,1,93.0,True,True,Legazpi,Arganzuela
143,330000,planta 1,exterior,3,108.0,False,False,Chopera,Arganzuela
144,249000,planta 3,interior,2,44.0,True,False,Palos de Moguer,Arganzuela
145,545000,planta 2,exterior,3,143.0,True,True,Delicias,Arganzuela
146,230000,bajo,exterior,3,80.0,True,False,Acacias,Arganzuela
147,229000,bajo,exterior,3,66.0,False,False,Imperial,Arganzuela
148,169000,planta 1,interior,2,35.0,True,False,Delicias,Arganzuela
149,293000,planta 2,exterior,2,77.0,True,False,Palos de Moguer,Arganzuela
150,293000,planta 2,exterior,2,77.0,True,False,Palos de Moguer,Arganzuela
151,220000,bajo,exterior,2,64.0,True,False,Palos de Moguer,Arganzuela
152,293000,planta 2,exterior,2,77.0,True,False,Palos de Moguer,Arganzuela
153,159000,planta 2,exterior,1,41.0,True,False,Delicias,Arganzuela
154,439900,planta 7,interior,3,101.0,True,False,Delicias,Arganzuela
155,399000,planta 1,exterior,2,83.0,True,True,Delicias,Arganzuela
156,320000,planta 1,exterior,1,93.0,True,True,Legazpi,Arganzuela
157,160000,planta 1,exterior,2,44.0,True,False,Delicias,Arganzuela
158,320000,planta 1,exterior,3,82.0,True,False,Chopera,Arganzuela
159,229100,planta 1,exterior,1,49.0,True,False,Delicias,Arganzuela
160,103000,planta 2,exterior,1,22.0,True,False,Acacias,Arganzuela
161,259000,planta 5,exterior,2,56.0,True,False,Delicias,Arganzuela
162,210000,bajo,interior,1,50.0,True,False,Palos de Moguer,Arganzuela
163,380000,planta 3,exterior,3,89.0,True,False,Legazpi,Arganzuela
164,519000,planta 5,exterior,4,115.0,True,False,Chopera,Arganzuela
165,379000,planta 4,exterior,3,98.0,True,False,Chopera,Arganzuela
166,525000,planta 4,exterior,4,136.0,True,False,Palos de Moguer,Arganzuela
167,180000,planta 3,interior,1,50.0,False,False,Dúplex en Imperial,Arganzuela
168,395000,bajo,exterior,4,185.0,False,True,Imperial,Arganzuela
169,243999,planta 3,interior,1,60.0,True,False,Chopera,Arganzuela
170,179000,planta 3,interior,1,40.0,True,False,Delicias,Arganzuela
171,249000,planta 3,interior,2,54.0,True,False,Palos de Moguer,Arganzuela
172,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
173,320000,planta 1,exterior,3,82.0,True,False,Chopera,Arganzuela
174,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
175,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
176,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
177,475000,planta 2,exterior,5,136.0,False,False,Delicias,Arganzuela
178,440000,planta 12,exterior,3,90.0,True,False,Legazpi,Arganzuela
179,450000,planta 4,exterior,4,128.0,True,False,Palos de Moguer,Arganzuela
180,450000,planta 4,exterior,4,126.0,True,False,Palos de Moguer,Arganzuela
181,380000,planta 4,exterior,4,98.0,True,False,Chopera,Arganzuela
182,515000,planta 1,exterior,4,131.0,True,False,Chopera,Arganzuela
183,175000,bajo,interior,1,45.0,False,False,Delicias,Arganzuela
184,223000,planta 3,interior,2,54.0,True,False,Acacias,Arganzuela
185,545000,planta 8,exterior,4,114.0,True,True,Palos de Moguer,Arganzuela
186,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
187,278000,planta 1,exterior,3,73.0,True,False,Chopera,Arganzuela
188,309900,planta 7,exterior,1,57.0,True,True,Legazpi,Arganzuela
189,72000,planta 2,exterior,2,36.0,False,False,Delicias,Arganzuela
190,315000,planta 2,interior,3,72.0,True,False,Delicias,Arganzuela
191,640000,planta 4,exterior,3,123.0,True,True,Legazpi,Arganzuela
192,225000,planta 1,interior,1,40.0,True,False,Delicias,Arganzuela
193,162500,bajo,exterior,3,53.0,True,False,Chopera,Arganzuela
194,397000,planta 7,interior,3,77.0,True,False,Acacias,Arganzuela
195,285000,planta 5,interior,3,74.0,True,False,Acacias,Arganzuela
196,280000,bajo,exterior,1,71.0,False,False,Acacias,Arganzuela
197,399000,planta 1,exterior,2,80.0,True,True,Legazpi,Arganzuela
198,295000,planta 4,exterior,1,79.0,True,False,Legazpi,Arganzuela
199,525000,planta 4,exterior,4,126.0,True,False,Palos de Moguer,Arganzuela
200,315000,planta 1,exterior,3,85.0,True,False,Delicias,Arganzuela
201,599000,planta 6,exterior,3,72.0,True,False,Ático en Delicias,Arganzuela
202,440000,planta 2,exterior,5,139.0,True,False,Imperial,Arganzuela
203,219000,planta 4,exterior,2,58.0,True,False,Chopera,Arganzuela
204,295000,planta 4,interior,2,60.0,True,False,Palos de Moguer,Arganzuela
205,535000,bajo,exterior,2,75.0,True,True,Delicias,Arganzuela
206,330000,planta 4,exterior,1,65.0,True,True,Imperial,Arganzuela
207,235000,planta 1,exterior,1,37.0,False,False,Acacias,Arganzuela
208,800000,planta 1,exterior,4,140.0,True,False,Acacias,Arganzuela
209,130000,planta 4,interior,2,34.0,False,False,Palos de Moguer,Arganzuela
210,443000,planta 8,exterior,3,108.0,True,False,Acacias,Arganzuela
211,364000,planta 3,interior,3,90.0,True,False,Palos de Moguer,Arganzuela
212,700000,planta 4,exterior,3,114.0,True,False,Acacias,Arganzuela
213,430000,planta 5,exterior,4,108.0,True,False,Palos de Moguer,Arganzuela
214,359000,planta 2,exterior,1,94.0,True,True,Legazpi,Arganzuela
215,485000,planta 2,exterior,2,109.0,True,True,Legazpi,Arganzuela
216,375000,planta 6,exterior,3,84.0,True,False,Chopera,Arganzuela
217,445000,planta 1,exterior,2,92.0,True,True,Legazpi,Arganzuela
218,150000,planta 1,exterior,2,45.0,False,False,Acacias,Arganzuela
219,260000,planta 1,exterior,1,46.0,True,False,Acacias,Arganzuela
220,145000,planta -1,exterior,1,32.0,False,False,Delicias,Arganzuela
221,749000,planta 2,exterior,4,160.0,True,True,Legazpi,Arganzuela
222,203000,bajo,interior,2,52.0,True,False,Delicias,Arganzuela
223,468999,planta 4,exterior,2,107.0,True,True,Legazpi,Arganzuela
224,320000,planta 1,exterior,3,70.0,True,True,Delicias,Arganzuela
225,396000,planta 1,exterior,2,78.0,True,False,Acacias,Arganzuela
226,450000,planta 1,exterior,3,120.0,True,False,Palos de Moguer,Arganzuela
227,295000,planta 1,exterior,3,76.0,True,False,Imperial,Arganzuela
228,399000,planta 2,interior,3,90.0,True,False,Delicias,Arganzuela
229,295000,planta 3,exterior,2,71.0,True,False,Imperial,Arganzuela
230,239000,planta 3,exterior,3,55.0,False,False,Legazpi,Arganzuela
231,675000,planta 6,exterior,4,180.0,True,False,Delicias,Arganzuela
232,176500,planta 1,exterior,1,52.0,False,False,Palos de Moguer,Arganzuela
233,310000,bajo,exterior,1,74.0,True,False,Legazpi,Arganzuela
234,670000,planta 1,exterior,4,169.0,True,True,Acacias,Arganzuela
235,465000,planta 3,exterior,4,120.0,True,False,Chopera,Arganzuela
236,275000,bajo,exterior,2,123.0,True,False,Acacias,Arganzuela
237,275000,bajo,exterior,1,47.0,False,False,Legazpi,Arganzuela
238,370000,planta 1,exterior,1,79.0,True,False,Imperial,Arganzuela
239,387000,planta 1,exterior,1,63.0,True,True,Legazpi,Arganzuela
240,138000,bajo,exterior,3,40.0,False,False,Delicias,Arganzuela
241,460000,planta 2,exterior,4,150.0,True,False,Delicias,Arganzuela
242,249000,planta 5,interior,2,60.0,True,False,Palos de Moguer,Arganzuela
243,479000,planta 2,exterior,4,113.0,True,False,Imperial,Arganzuela
244,175000,planta 2,interior,2,45.0,True,False,Delicias,Arganzuela
245,605000,planta 1,exterior,3,124.0,True,True,Imperial,Arganzuela
246,460000,planta 1,exterior,5,120.0,True,False,Delicias,Arganzuela
247,420000,planta 1,exterior,1,92.0,True,False,Legazpi,Arganzuela
248,565000,planta 3,exterior,3,102.0,True,False,Palos de Moguer,Arganzuela
249,175000,planta 3,interior,2,37.0,True,False,Acacias,Arganzuela
250,385000,planta 2,interior,4,120.0,True,False,Acacias,Arganzuela
251,269000,planta 6,interior,2,50.0,True,False,Palos de Moguer,Arganzuela
252,475000,planta 3,exterior,4,126.0,True,False,Palos de Moguer,Arganzuela
253,520000,planta 1,exterior,3,115.0,True,True,Legazpi,Arganzuela
254,240000,bajo,interior,1,60.0,True,False,Acacias,Arganzuela
255,395000,planta 5,exterior,2,72.0,True,True,Legazpi,Arganzuela
256,172000,planta 1,interior,1,42.0,False,False,Imperial,Arganzuela
257,320000,planta 2,exterior,1,56.0,True,True,Legazpi,Arganzuela
258,199990,planta 1,interior,2,45.0,True,False,Palos de Moguer,Arganzuela
259,440000,planta 4,exterior,3,105.0,True,False,Imperial,Arganzuela
260,295000,planta 3,exterior,3,55.0,True,False,Chopera,Arganzuela
261,340000,planta 3,exterior,2,68.0,True,False,Palos de Moguer,Arganzuela
262,170000,bajo,interior,2,32.0,True,False,Palos de Moguer,Arganzuela
263,360000,planta 1,exterior,4,105.0,True,False,Delicias,Arganzuela
264,449000,planta 3,exterior,3,86.0,True,False,Imperial,Arganzuela
265,375000,planta 1,exterior,2,65.0,False,False,Legazpi,Arganzuela
266,299000,planta 2,exterior,1,59.0,True,True,Legazpi,Arganzuela
267,485000,planta 4,exterior,3,113.0,True,False,Chopera,Arganzuela
268,475000,planta 5,exterior,2,60.0,True,True,Legazpi,Arganzuela
269,425000,planta 4,exterior,3,72.0,True,False,Acacias,Arganzuela
270,520000,planta 1,exterior,3,135.0,True,False,Palos de Moguer,Arganzuela
271,415000,planta 7,exterior,3,57.0,True,False,Palos de Moguer,Arganzuela
272,320000,planta 1,exterior,3,71.0,True,False,Palos de Moguer,Arganzuela
273,620000,planta 2,exterior,3,126.0,True,True,Imperial,Arganzuela
274,320000,bajo,exterior,1,52.0,False,False,Palos de Moguer,Arganzuela
275,380000,planta 1,exterior,2,72.0,True,False,Palos de Moguer,Arganzuela
276,320000,planta 5,exterior,1,60.0,True,False,Acacias,Arganzuela
277,124000,planta 4,interior,1,36.0,False,False,Delicias,Arganzuela
278,345000,planta 1,exterior,3,109.0,True,False,Delicias,Arganzuela
279,670000,planta 5,exterior,3,119.0,True,False,Acacias,Arganzuela
280,595000,planta 2,exterior,3,100.0,True,True,Delicias,Arganzuela
281,538000,planta 1,exterior,2,97.0,True,False,Legazpi,Arganzuela
282,299900,planta 2,exterior,3,84.0,True,False,Delicias,Arganzuela
283,485000,planta 2,exterior,2,82.0,True,True,Palos de Moguer,Arganzuela
284,255000,bajo,exterior,1,74.0,False,False,Imperial,Arganzuela
285,272000,bajo,exterior,1,81.0,False,False,Imperial,Arganzuela
286,299000,planta 6,interior,2,56.0,True,False,Palos de Moguer,Arganzuela
287,385000,bajo,exterior,3,87.0,True,False,Legazpi,Arganzuela
288,445000,planta 3,exterior,4,112.0,True,False,Delicias,Arganzuela
289,300000,planta 1,exterior,3,68.0,True,False,Acacias,Arganzuela
290,410000,planta 1,exterior,3,142.0,True,False,Imperial,Arganzuela
291,515000,planta 5,exterior,3,112.0,True,False,Chopera,Arganzuela
292,132000,semi-sotano,interior,1,50.0,False,False,Imperial,Arganzuela
293,450000,planta 6,exterior,3,113.0,True,True,Delicias,Arganzuela
294,499000,planta 3,exterior,3,121.0,True,False,Acacias,Arganzuela
295,350000,planta 1,exterior,3,87.0,True,False,Palos de Moguer,Arganzuela
296,340000,planta 2,exterior,3,80.0,True,False,Palos de Moguer,Arganzuela
297,360000,planta 4,interior,3,72.0,True,False,Palos de Moguer,Arganzuela
298,360000,planta 4,interior,3,72.0,True,False,Palos de Moguer,Arganzuela
299,1610000,planta 3,exterior,4,384.0,True,False,Palos de Moguer,Arganzuela
300,129000,sotano,interior,2,44.0,True,False,Acacias,Arganzuela
301,145000,planta 2,interior,1,43.0,True,False,Delicias,Arganzuela
302,490000,bajo,exterior,4,160.0,False,True,Imperial,Arganzuela
303,175000,planta 2,interior,1,32.0,True,False,Delicias,Arganzuela
304,299000,planta 2,interior,2,60.0,True,False,Acacias,Arganzuela
305,155000,planta 2,interior,2,41.0,True,False,Imperial,Arganzuela
306,349000,planta 2,exterior,2,97.0,True,False,Acacias,Arganzuela
307,430000,planta 3,exterior,2,80.0,True,True,Legazpi,Arganzuela
308,339000,planta 7,interior,2,80.0,True,False,Imperial,Arganzuela
309,189000,planta 2,exterior,1,40.0,False,False,Acacias,Arganzuela
310,155000,planta 3,interior,1,34.0,False,False,Imperial,Arganzuela
311,350000,planta 2,interior,2,62.0,True,False,Chopera,Arganzuela
312,345000,planta 4,interior,4,100.0,True,False,Palos de Moguer,Arganzuela
313,269900,entreplanta,exterior,3,92.0,False,False,Chopera,Arganzuela
314,440000,planta 5,exterior,3,136.0,True,True,Legazpi,Arganzuela
315,140000,planta 5,interior,2,41.0,False,False,Imperial,Arganzuela
316,379000,planta 1,exterior,3,101.0,True,False,Delicias,Arganzuela
317,177000,bajo,exterior,1,36.0,True,False,Palos de Moguer,Arganzuela
318,165000,planta 1,interior,1,33.0,True,False,Palos de Moguer,Arganzuela
319,515500,planta 4,exterior,2,100.0,True,True,Delicias,Arganzuela
320,555000,planta 4,exterior,4,121.0,True,False,Palos de Moguer,Arganzuela
321,165000,bajo,exterior,3,84.0,True,False,Imperial,Arganzuela
322,298000,planta 4,exterior,1,64.0,True,False,Delicias,Arganzuela
323,480000,planta 1,exterior,2,101.0,True,True,Legazpi,Arganzuela
324,398000,planta 1,exterior,2,71.0,True,True,Legazpi,Arganzuela
325,387000,planta 2,exterior,2,71.0,True,True,Legazpi,Arganzuela
326,410000,planta 4,exterior,3,100.0,True,False,Chopera,Arganzuela
327,550000,planta 6,interior,4,120.0,True,False,Chopera,Arganzuela
328,230000,bajo,interior,2,53.0,True,False,Delicias,Arganzuela
329,185000,bajo,interior,1,45.0,True,False,Palos de Moguer,Arganzuela
330,144800,bajo,exterior,3,40.0,False,False,Delicias,Arganzuela
331,180000,bajo,interior,1,45.0,True,False,Chopera,Arganzuela
332,392400,bajo,exterior,2,77.0,True,False,Palos de Moguer,Arganzuela
333,373000,planta 4,exterior,2,93.0,True,False,Chopera,Arganzuela
334,545000,planta 4,exterior,4,156.0,True,False,Delicias,Arganzuela
335,373800,planta 3,exterior,2,89.0,True,False,Chopera,Arganzuela
336,390000,planta 1,exterior,3,90.0,True,False,Chopera,Arganzuela
337,460000,planta 2,interior,2,90.0,True,False,Chopera,Arganzuela
338,449900,planta 2,exterior,3,106.0,True,False,Palos de Moguer,Arganzuela
339,239000,planta 2,interior,3,62.0,True,False,Palos de Moguer,Arganzuela
340,574500,planta 3,exterior,3,118.0,True,True,Imperial,Arganzuela
341,219900,planta 2,interior,2,48.0,True,False,Palos de Moguer,Arganzuela
342,355000,planta 6,exterior,3,82.0,False,False,Acacias,Arganzuela
343,150000,bajo,exterior,1,30.0,False,False,Palos de Moguer,Arganzuela
344,315000,planta 3,exterior,2,45.0,True,False,Imperial,Arganzuela
345,442589,planta 1,exterior,2,82.0,True,True,Legazpi,Arganzuela
346,295240,planta 1,exterior,1,54.0,True,True,Legazpi,Arganzuela
347,753277,planta 5,exterior,3,120.0,True,True,Legazpi,Arganzuela
348,664330,planta 4,exterior,3,124.0,True,True,Legazpi,Arganzuela
349,853203,planta 3,exterior,4,168.0,True,True,Legazpi,Arganzuela
350,619100,planta 2,exterior,3,122.0,True,True,Legazpi,Arganzuela
351,463308,planta 2,exterior,2,88.0,True,True,Legazpi,Arganzuela
352,239000,planta 3,interior,1,51.0,True,False,Chopera,Arganzuela
353,265000,planta 3,exterior,2,60.0,False,False,Imperial,Arganzuela
354,240000,planta 3,exterior,3,54.0,False,False,Legazpi,Arganzuela
355,325000,planta 3,exterior,1,63.0,True,True,Delicias,Arganzuela
356,480000,bajo,exterior,3,143.0,True,False,Imperial,Arganzuela
357,675000,planta 1,exterior,7,170.0,True,False,Delicias,Arganzuela
358,135000,planta 1,interior,2,81.0,True,False,Acacias,Arganzuela
359,443000,planta 5,exterior,4,131.0,True,False,Palos de Moguer,Arganzuela
360,177500,planta 1,interior,2,50.0,False,False,Imperial,Arganzuela
361,250000,bajo,exterior,1,80.0,True,False,Chopera,Arganzuela
362,230000,planta 5,interior,2,42.0,True,False,Palos de Moguer,Arganzuela
363,420000,planta 2,exterior,4,110.0,True,False,Delicias,Arganzuela
364,365000,planta 4,exterior,1,75.0,True,False,Palos de Moguer,Arganzuela
365,359000,planta 5,interior,3,115.0,True,False,Delicias,Arganzuela
366,395000,planta 2,interior,3,80.0,True,False,Delicias,Arganzuela
367,365000,planta 4,exterior,1,71.0,True,False,Palos de Moguer,Arganzuela
368,185000,bajo,interior,1,47.0,True,False,Palos de Moguer,Arganzuela
369,1200000,planta 5,exterior,3,225.0,True,True,Acacias,Arganzuela
370,800000,planta 9,exterior,4,146.0,True,True,Legazpi,Arganzuela
371,527000,planta 4,exterior,4,133.0,True,False,Acacias,Arganzuela
372,220000,sotano,interior,2,125.0,True,False,Imperial,Arganzuela
373,135000,bajo,exterior,1,34.0,False,False,Imperial,Arganzuela
374,145000,planta 3,interior,2,37.0,False,False,Chopera,Arganzuela
375,264000,entreplanta,exterior,3,92.0,True,False,Chopera,Arganzuela
376,395000,bajo,exterior,4,143.0,False,True,Imperial,Arganzuela
377,269900,entreplanta,exterior,3,92.0,True,False,Chopera,Arganzuela
